ifis_id	nwm_id	bottom_width	channel_slope	elevation	mannings	musk_coeff	order	rout_time	slope	dynamics	lat	lon
CLRCRKS01	11915399	10	0.050000000999999995	225.56	0.055	0.2	3	3600	0.004	1.0	41.701175	-91.857469
MAPLERV02	17225431	15	0.050000000999999995	384.20999	0.055	0.2	4	3600	0.0	0.5	42.503756	-95.43195899999999
NSKNK01	6993785	5	0.050000000999999995	256.35999	0.059999999000000005	0.2	1	3600	0.01	0.5	41.687869	-92.85923299999999
BIGCRK06	6596894	10	0.050000000999999995	320.56	0.055	0.2	3	3600	0.002	0.0	41.988007	-93.795542
SCHQSTCR01	5000603	15	0.050000000999999995	200.41	0.055	0.2	4	3600	0.0	0.5	40.782790000000006	-92.197807
NFCTFSH01	13358696	10	0.050000000999999995	209.25	0.055	0.2	3	3600	0.005	0.0	42.486343	-90.70360600000001
MDDLRCCN03	6618096	15	0.050000000999999995	365.85999	0.055	0.2	4	3600	0.001	0.66	42.052492	-94.823041
WNISH03	19207123	15	0.050000000999999995	383.53	0.055	0.2	4	3600	0.004	0.6	41.791686	-95.199
CRANECR01	13310941	15	0.050000000999999995	304.16	0.055	0.2	4	3600	0.0	0.33	43.0015	-91.9691
BEARCRK01	22473451	15	0.050000000999999995	225.61	0.055	0.2	4	3600	0.002	0.75	42.0809	-91.809
SQWCR01	6979022	15	0.050000000999999995	268.20999	0.055	0.2	4	3600	0.0	1.0	42.013553	-93.610153
SBVRCRK01	6572670	7	0.050000000999999995	333.45999	0.059999999000000005	0.2	2	3600	0.002	0.75	42.4125	-93.2611
SSKNK02	6982350	20	0.050000000999999995	237.86	0.050000000999999995	0.2	5	3600	0.0	0.0	41.681461999999996	-93.246483
SHLRK05	6559931	15	0.050000000999999995	344.57999	0.055	0.2	4	3600	0.0	0.5	43.284205	-93.123806
NRCCNRV03	6608936	15	0.050000000999999995	368.73001	0.055	0.2	4	3600	0.001	0.5	42.457564	-95.012886
SOAPCR02	5000251	20	0.050000000999999995	219.48	0.050000000999999995	0.2	5	3600	0.001	1.0	40.84952	-92.53828100000001
PRAIRIE01	6978820	10	0.050000000999999995	291.57999	0.055	0.2	3	3600	0.002	0.5	42.121699	-93.755448
SQWCR04	6979148	10	0.050000000999999995	298.72	0.055	0.2	3	3600	0.001	0.5	42.180817	-93.757788
SHLRK02	6561177	20	0.050000000999999995	283.48999	0.050000000999999995	0.2	5	3600	0.0	0.0	42.840339	-92.73205
BLUECR01	22473159	15	0.050000000999999995	233.2	0.055	0.2	4	3600	0.002	0.25	42.202583000000004	-91.824506
WNBGORV05	6566505	15	0.050000000999999995	364.89999	0.055	0.2	4	3600	0.0	0.25	43.241974	-93.624887
SLVRCR01	19209219	15	0.050000000999999995	308.59	0.055	0.2	4	3600	0.0	0.4	41.11745	-95.63094699999999
YELLOWRV01	13210984	15	0.050000000999999995	299.04001	0.055	0.2	4	3600	0.004	0.25	43.139539	-91.58703299999999
SHLRK03	6561147	20	0.050000000999999995	288.73999	0.050000000999999995	0.2	5	3600	0.0	0.0	42.936283	-92.851475
ENDWY01	2500381	15	0.050000000999999995	296.16	0.055	0.2	4	3600	0.0	0.5	40.727396	-94.979789
BNNTTCR01	17541615	5	0.050000000999999995	269.45999	0.059999999000000005	0.2	1	3600	0.006999999999999999	0.0	41.9529	-92.6492
BEVRCRK01	6572100	10	0.050000000999999995	295.73999	0.055	0.2	3	3600	0.002	0.7	42.3609	-93.1395
LAKECR01	6607282	10	0.050000000999999995	340.10001	0.055	0.2	3	3600	0.002	0.5	42.260551	-94.78240699999999
INDIAN02	19209499	10	0.050000000999999995	325.89999	0.055	0.2	3	3600	0.001	0.0	41.044804	-95.366453
BVRCR01	22471707	20	0.050000000999999995	276.67999	0.050000000999999995	0.2	5	3600	0.001	0.9	42.581216	-92.73164
BFFLOCR02	11915319	7	0.050000000999999995	224.72	0.059999999000000005	0.2	2	3600	0.003	0.75	41.7232	-91.6666
CLEARCR01	6978992	5	0.050000000999999995	298.41	0.059999999000000005	0.2	1	3600	0.004	0.0	42.038027	-93.698624
SSKNK04	6978690	15	0.050000000999999995	298.37	0.055	0.2	4	3600	0.001	0.0	42.2171	-93.583
BEAVER03	7016239	7	0.050000000999999995	332.09	0.059999999000000005	0.2	2	3600	0.002	0.5	43.133878	-92.567574
INDCR03	17554979	15	0.050000000999999995	236.3	0.055	0.2	4	3600	0.001	0.0	42.03111	-91.611701
MQKTARV02	13376637	20	0.050000000999999995	256.87	0.050000000999999995	0.2	5	3600	0.001	0.75	42.390771	-91.2909
SBRCRKD01	6979116	5	0.050000000999999995	319.45001	0.059999999000000005	0.2	1	3600	0.001	0.0	42.246787	-93.796032
VLGARV02	13311927	15	0.050000000999999995	261.38	0.055	0.2	4	3600	0.002	0.5	42.837939	-91.656859
BIGCRK04	6596908	10	0.050000000999999995	310.81	0.055	0.2	3	3600	0.001	0.0	41.950384	-93.759062
MDDLRCCN01	6621132	5	0.050000000999999995	315.70999	0.059999999000000005	0.2	1	3600	0.021	0.75	41.590149	-94.20324000000001
SSKNK03	6979020	15	0.050000000999999995	271.10999	0.055	0.2	4	3600	0.001	0.0	42.034248	-93.593944
TKYRV02	13310959	20	0.050000000999999995	253.73	0.050000000999999995	0.2	5	3600	0.006	0.0	42.9977	-91.6579
CLRCRKS02	11915457	5	0.050000000999999995	235.50999	0.059999999000000005	0.2	1	3600	0.002	0.0	41.6865	-91.9113
WLFCR01	22475251	20	0.050000000999999995	246.11	0.050000000999999995	0.2	5	3600	0.0	0.5	42.315598	-92.193895
SHLRK01	6561187	10	0.050000000999999995	280.39999	0.055	0.2	3	3600	0.0	0.25	42.788201	-92.688598
NBEARCR01	22473003	10	0.050000000999999995	246.39999	0.055	0.2	3	3600	0.003	0.0	42.275414000000005	-91.985833
DRYCR01	22473481	10	0.050000000999999995	227.61	0.055	0.2	3	3600	0.004	1.0	42.06214	-91.80149200000001
SQWCR02	6978994	15	0.050000000999999995	274.29999	0.055	0.2	4	3600	0.001	0.0	42.036626	-93.645004
DEEPCRK01	13378207	10	0.050000000999999995	204.14	0.055	0.2	3	3600	0.0	1.0	41.9622	-90.4685
GRANCRK01	22471623	15	0.050000000999999995	295.72	0.055	0.2	4	3600	0.0	0.66	42.585214	-92.91805500000001
WLNTCR01	6609784	10	0.050000000999999995	265.03	0.055	0.2	3	3600	0.001	1.0	41.6128	-93.7927
TKYRV01	13311383	20	0.050000000999999995	232.12	0.050000000999999995	0.2	5	3600	0.0	0.5	42.924405	-91.526782
RLSTNCR01	11915579	7	0.050000000999999995	202.88	0.059999999000000005	0.2	2	3600	0.004	1.0	41.661684	-91.52269799999999
NONIONCR01	6979174	7	0.050000000999999995	314.25	0.059999999000000005	0.2	2	3600	0.003	0.0	42.066943	-93.75697199999999
NWLNTCR02	6609776	7	0.050000000999999995	255.85001	0.059999999000000005	0.2	2	3600	0.001	1.0	41.614686	-93.72652
WALNUTCR01	22262073	10	0.050000000999999995	232.16	0.055	0.2	3	3600	0.0	1.0	41.501096999999994	-93.251632
SFIOWA01	6571986	10	0.050000000999999995	330.67999	0.055	0.2	3	3600	0.0	1.0	42.4362	-93.3471
MQKTARV04	13372417	5	0.050000000999999995	302.73999	0.059999999000000005	0.2	1	3600	0.004	0.5	42.577124	-91.54805
GRNGRCR01	13358850	10	0.050000000999999995	188.25999	0.055	0.2	3	3600	0.004	0.8	42.4549	-90.6595
TIPTNCR02	6572108	10	0.050000000999999995	332.51001	0.055	0.2	3	3600	0.001	0.0	42.3683	-93.339
SLOUGHCR01	7016505	7	0.050000000999999995	334.60999	0.059999999000000005	0.2	2	3600	0.002	0.0	43.206325	-92.732549
ENGLSHRV01	11918443	20	0.050000000999999995	194.92	0.050000000999999995	0.2	5	3600	0.0	0.0	41.469606	-91.714477
WNISH02	19207495	20	0.050000000999999995	359.76999	0.050000000999999995	0.2	5	3600	0.0	0.6	41.645388	-95.312665
BEAVER02	7016323	7	0.050000000999999995	317.07999	0.059999999000000005	0.2	2	3600	0.003	0.25	43.098201	-92.5402
CHQSTCR02	5000565	10	0.050000000999999995	204.00999	0.055	0.2	3	3600	0.0	1.0	40.804359000000005	-92.2077
OTTERCR01	22473479	10	0.050000000999999995	227.97	0.055	0.2	3	3600	0.001	1.0	42.0714	-91.7257
BRCKCMP01	13308839	7	0.050000000999999995	307.57001	0.059999999000000005	0.2	2	3600	0.006	0.2	43.133352	-91.88938900000001
LTLSIOUX01	14622598	30	0.050000000999999995	353.72	0.050000000999999995	0.2	6	3600	0.0	0.0	42.74514	-95.551691
MQKTARV01	13377139	20	0.050000000999999995	243.75999	0.050000000999999995	0.2	5	3600	0.0	0.25	42.260186	-91.192876
OCHYDNRV01	14620378	7	0.050000000999999995	416.35999	0.059999999000000005	0.2	2	3600	0.004	0.6	43.183955	-95.374806
NRCCNRV02	6610968	5	0.050000000999999995	285.04001	0.059999999000000005	0.2	1	3600	0.0	0.0	41.853271	-94.22036899999999
MADCRK02	14806673	7	0.050000000999999995	185.73	0.059999999000000005	0.2	2	3600	0.003	0.66	41.478706	-91.019951
DSMNSRV02	6595278	5	0.050000000999999995	272.07001	0.059999999000000005	0.2	1	3600	0.0	0.0	42.12155	-93.967917
EINDNCR01	6980710	10	0.050000000999999995	271.23001	0.055	0.2	3	3600	0.001	0.66	41.952123	-93.405982
SPRINGCR01	22249093	10	0.050000000999999995	239.69	0.055	0.2	3	3600	0.001	1.0	41.551038	-93.446148
MCHKNCK01	4993871	10	0.050000000999999995	219.32001	0.055	0.2	3	3600	0.001	0.66	41.288281	-92.69654
BIGCRK01	6596994	10	0.050000000999999995	292.92001	0.055	0.2	3	3600	0.002	0.0	41.863424	-93.759955
CRANECR02	13309923	10	0.050000000999999995	350.54001	0.055	0.2	3	3600	0.0	0.5	43.213628	-92.27727
MNTGMRY02	6979156	10	0.050000000999999995	311.23999	0.055	0.2	3	3600	0.003	0.3	42.129238	-93.795597
NWLNTCR01	6609812	7	0.050000000999999995	255.53	0.059999999000000005	0.2	2	3600	0.004	0.0	41.6092	-93.721
BIGCRK03	6596940	10	0.050000000999999995	298.69	0.055	0.2	3	3600	0.001	0.0	41.906935	-93.757728
WLNTCRK01	14797361	15	0.050000000999999995	228.58	0.055	0.2	4	3600	0.001	0.75	41.984475	-91.17496
ROGERSCR01	13308809	10	0.050000000999999995	310.60001	0.055	0.2	3	3600	0.004	0.0	43.141718	-91.932728
NENGLSH01	11916061	15	0.050000000999999995	213.34	0.055	0.2	4	3600	0.0	1.0	41.5268	-91.9894
CEDARRV02	22473911	30	0.050000000999999995	216.38	0.050000000999999995	0.2	6	3600	0.0	0.0	42.011759999999995	-91.704849
BOYERRV01	17208720	20	0.050000000999999995	304.73001	0.050000000999999995	0.2	5	3600	0.001	0.0	41.573223	-95.84523399999999
PRICECR01	17540301	10	0.050000000999999995	219.53999	0.055	0.2	3	3600	0.002	0.0	41.8051	-91.87299999999999
FOURMLE01	22249035	10	0.050000000999999995	237.25999	0.055	0.2	3	3600	0.002	1.0	41.568344	-93.52242199999999
RHNCR01	11915333	7	0.050000000999999995	228.32001	0.059999999000000005	0.2	2	3600	0.004	0.0	41.722496	-91.790559
HRGVCR01	2166035	10	0.050000000999999995	299.76999	0.055	0.2	3	3600	0.001	0.5	42.756143	-93.02572099999999
WBFLOYDRV01	17239828	15	0.050000000999999995	381.12	0.055	0.2	4	3600	0.001	0.7	42.923777	-96.177476
LTLSIOUX05	14619790	15	0.050000000999999995	423.64999000000006	0.055	0.2	4	3600	0.0	0.0	43.459518	-95.230817
WAPSI02	14795879	5	0.050000000999999995	202.73	0.059999999000000005	0.2	1	3600	0.0	0.5	41.829532	-90.811487
BEAVERCRK01	6597994	10	0.050000000999999995	298.48001	0.055	0.2	3	3600	0.001	1.0	41.995981	-94.125602
BIGCRK3T02	6597444	5	0.050000000999999995	316.01999	0.059999999000000005	0.2	1	3600	0.003	0.0	41.921647	-93.74046700000001
MUDCRK01	22248955	7	0.050000000999999995	252.84	0.059999999000000005	0.2	2	3600	0.004	1.0	41.599717	-93.411843
DSMNSRV01	6595292	30	0.050000000999999995	266.72	0.050000000999999995	0.2	6	3600	0.0	0.0	42.042768	-93.933207
LTLSIOUX04	14620092	20	0.050000000999999995	415.06	0.050000000999999995	0.2	5	3600	0.0	1.0	43.327402	-95.201261
DSMNSRV03	6594440	30	0.050000000999999995	305.75	0.050000000999999995	0.2	6	3600	0.0	0.0	42.543403000000005	-94.216311
IOWARV02	17538745	20	0.050000000999999995	262.12	0.050000000999999995	0.2	5	3600	0.0	0.0	42.066403	-92.907903
OTTRCRK03	13311233	10	0.050000000999999995	298.29001	0.055	0.2	3	3600	0.004	1.0	42.950064000000005	-91.753865
RAPIDTRB01	11915287	10	0.050000000999999995	229.85001	0.055	0.2	3	3600	0.002	1.0	41.74834	-91.433825
CTFSHCR01	13358770	10	0.050000000999999995	188.17999	0.055	0.2	3	3600	0.003	1.0	42.467386	-90.68253100000001
SPRNGCRK01	7016491	5	0.050000000999999995	343.73999	0.059999999000000005	0.2	1	3600	0.002	1.0	43.284178999999995	-92.76986099999999
BOYERRV02	17208044	20	0.050000000999999995	323.37	0.050000000999999995	0.2	5	3600	0.0	0.4	41.810751	-95.640281
WLLWCR01	6566269	10	0.050000000999999995	338.38	0.055	0.2	3	3600	0.003	0.0	43.150827	-93.20693
CAMPCR01	22248949	10	0.050000000999999995	250.66	0.055	0.2	3	3600	0.001	1.0	41.600519	-93.3653
DRYCRK01	17554937	5	0.050000000999999995	264.60999	0.059999999000000005	0.2	1	3600	0.008	0.5	42.0477	-91.6665
WAPSI03	6950876	7	0.050000000999999995	247.50999	0.059999999000000005	0.2	2	3600	0.0	0.0	42.203647	-91.527265
VLGARV03	13311891	7	0.050000000999999995	332.20001	0.059999999000000005	0.2	2	3600	0.0	1.0	42.847289	-91.947762
MSQUTOCR01	17219006	15	0.050000000999999995	309.06	0.055	0.2	4	3600	0.003	0.5	41.288149	-95.793194
RAPIDCR01	11915291	15	0.050000000999999995	222.35001	0.055	0.2	4	3600	0.002	1.0	41.721736	-91.42633000000001
BFFLOCR01	11915347	10	0.050000000999999995	216.06	0.055	0.2	3	3600	0.001	1.0	41.7123	-91.6995
MSQUTOCR02	17218520	7	0.050000000999999995	332.57001	0.059999999000000005	0.2	2	3600	0.0	0.5	41.46685	-95.603946
MAPLERV01	17226407	20	0.050000000999999995	368.81	0.050000000999999995	0.2	5	3600	0.0	0.75	42.351116999999995	-95.479425
NRCCNRV01	6613732	20	0.050000000999999995	274.32001	0.050000000999999995	0.2	5	3600	0.0	0.0	41.742571000000005	-94.055925
SOAPCR01	4999963	20	0.050000000999999995	196.35001	0.050000000999999995	0.2	5	3600	0.002	1.0	40.879965999999996	-92.33287299999999
SONIONCR01	6979170	7	0.050000000999999995	326.07999	0.059999999000000005	0.2	2	3600	0.003	0.0	42.055509	-93.776217
NFMQKTA01	13377003	15	0.050000000999999995	246.89	0.055	0.2	4	3600	0.003	0.75	42.305968	-91.021465
BRCHFLD01	6620326	7	0.050000000999999995	322.79999	0.059999999000000005	0.2	2	3600	0.002	0.8	41.7393	-94.395211
GENEVACR01	14806685	5	0.050000000999999995	205.14	0.059999999000000005	0.2	1	3600	0.013999999999999999	0.25	41.449146	-91.055379
PRAIRIECRK01	22477551	15	0.050000000999999995	226.66	0.055	0.2	4	3600	0.001	0.75	41.923208	-91.783714
RCCNRV01	6613758	30	0.050000000999999995	259.22	0.050000000999999995	0.2	6	3600	0.0	0.0	41.534407	-93.95031999999999
SRCCNRV01	6621174	20	0.050000000999999995	281.81	0.050000000999999995	0.2	5	3600	0.0	0.5	41.564102	-94.233173
OTTRCRK02	13311355	10	0.050000000999999995	271.73999	0.055	0.2	3	3600	0.005	0.75	42.928604	-91.696963
WFKLTSIOUX01	14619856	15	0.050000000999999995	426.45000999999996	0.055	0.2	4	3600	0.001	0.5	43.419585999999995	-95.269068
ENISH01	19167057	20	0.050000000999999995	292.53	0.050000000999999995	0.2	5	3600	0.002	0.25	40.785763	-95.384914
ROCKCR01	7016093	20	0.050000000999999995	313.89999	0.050000000999999995	0.2	5	3600	0.001	0.25	43.210351	-92.81022800000001
BLCKHWK01	14804137	10	0.050000000999999995	170.66	0.055	0.2	3	3600	0.002	0.0	41.502715	-90.62422099999999
MQKTARV03	13376223	20	0.050000000999999995	277.35999	0.050000000999999995	0.2	5	3600	0.0	0.75	42.469805	-91.44865
NORTHRV01	22250237	20	0.050000000999999995	232.82001	0.050000000999999995	0.2	5	3600	0.0	0.0	41.50804	-93.484974
MUDCR01	22476263	10	0.050000000999999995	235.22	0.055	0.2	3	3600	0.0	0.75	42.1547	-92.0057
BRSHYCR01	6619954	15	0.050000000999999995	366.26999	0.055	0.2	4	3600	0.001	0.8	41.87696	-94.769562
SSKNK01	6982230	30	0.050000000999999995	228.63	0.050000000999999995	0.2	6	3600	0.0	0.0	41.574715000000005	-93.037189
DSMNSRV04	6595152	30	0.050000000999999995	276.01001	0.050000000999999995	0.2	6	3600	0.002	0.0	42.252349	-93.996459
WNBGORV02	6566545	15	0.050000000999999995	326.14999	0.055	0.2	4	3600	0.001	0.0	43.153329	-93.17105600000001
WORRELL01	6979038	5	0.050000000999999995	314.78	0.059999999000000005	0.2	1	3600	0.003	0.0	42.002963	-93.71790899999999
CLRCRK01	11915379	10	0.050000000999999995	216.00999	0.055	0.2	3	3600	0.001	1.0	41.718253999999995	-91.740208
ROCKCR02	7016497	10	0.050000000999999995	344.35999	0.055	0.2	3	3600	0.001	0.0	43.284056	-92.92665500000001
MADCRK01	14806687	7	0.050000000999999995	175.21001	0.059999999000000005	0.2	2	3600	0.006	0.0	41.451786	-91.038729
SFIOWA03	6570910	10	0.050000000999999995	344.76001	0.055	0.2	3	3600	0.0	0.2	42.5139	-93.4697
TKYRV03	13309677	15	0.050000000999999995	344.31	0.055	0.2	4	3600	0.003	0.5	43.327275	-92.080278
LTLTKY02	13310005	10	0.050000000999999995	341.79001	0.055	0.2	3	3600	0.001	0.5	43.183643	-92.164472
DRYRNCRK01	22471913	10	0.050000000999999995	259.17999	0.055	0.2	3	3600	0.0	0.5	42.525179	-92.441413
LIMECR01	22475343	10	0.050000000999999995	240.46001	0.055	0.2	3	3600	0.002	1.0	42.2974	-92.0177
